accessions	gene_id	gene	gene_description	alt_gene_description	all_GO_ids	BP_GO_ids	CC_GO_ids	MF_GO_ids
P61917;Q15668;Q29413	450192	NPC2	NPC intracellular cholesterol transporter 2	Niemann Pick type C2 protein homolog	GO:0005783;GO:0005615;GO:0005764;GO:0015485;GO:0032934;GO:0033344;GO:0008203;GO:0030301;GO:0032367;GO:0015918	GO:0033344;GO:0008203;GO:0030301;GO:0032367;GO:0015918	GO:0005783;GO:0005615;GO:0005764	GO:0015485;GO:0032934
Q9VCG3	42826		Putative OPA3-like protein CG13603	Niemann Pick type C2 protein homolog	GO:0005739;GO:0019216	GO:0019216	GO:0005739	
Q8MQW8;M9PE83;M9PGU3;M9PH67;M9PHI9;M9PJH2;M9PJH3;Q3KN60;Q8MQV9Q8T4E9;Q9BK48;Q9BK49;Q9W2T4;Q9W2T7;Q9W2U1;T2GGG1	31987	spri	Protein sprint	SH2 poly-proline-containing Ras-interactor protein	GO:0005938;GO:0030139;GO:0005085;GO:0019901;GO:0030971;GO:0031267;GO:0048675;GO:1903688;GO:0048260;GO:0032483;GO:0007165;GO:0016192	GO:0048675;GO:1903688;GO:0048260;GO:0032483;GO:0007165;GO:0016192	GO:0005938;GO:0030139	GO:0005085;GO:0019901;GO:0030971;GO:0031267
Q2TGI8	299211	Zdhhc22	Palmitoyltransferase ZDHHC22	Zinc finger DHHC domain-containing protein 22	GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0005886;GO:0019706;GO:0018230;GO:0072659;GO:0018345;GO:0006612	GO:0018230;GO:0072659;GO:0018345;GO:0006612	GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0005886	GO:0019706
Q6NXA9	322073	ubxn1	UBX domain-containing protein 1	SAPK substrate protein 1	GO:0005737;GO:0071796;GO:0032435;GO:0031397	GO:0032435;GO:0031397	GO:0005737	GO:0071796
E7FDW2;K9K836	100005518	pdzrn3b	E3 ubiquitin-protein ligase PDZRN3-B	PDZ domain-containing RING finger protein 3-B	GO:0005737;GO:0045202;GO:0046872;GO:0061630;GO:0007528;GO:0016567	GO:0007528;GO:0016567	GO:0005737;GO:0045202	GO:0046872;GO:0061630
Q8N806;Q86U21;Q86UA9;Q96BY0;Q9NVV6	55148	UBR7	Putative E3 ubiquitin-protein ligase UBR7	RING-type E3 ubiquitin transferase UBR7	GO:0061630;GO:0008270			GO:0061630;GO:0008270
Q2JVA4		glmU	Glucosamine-1-phosphate N-acetyltransferase	N-acetylglucosamine-1-phosphate uridyltransferase	GO:0005737;GO:0019134;GO:0000287;GO:0003977;GO:0000902;GO:0071555;GO:0009245;GO:0009252;GO:0008360;GO:0006048	GO:0000902;GO:0071555;GO:0009245;GO:0009252;GO:0008360;GO:0006048	GO:0005737	GO:0019134;GO:0000287;GO:0003977
Q5RKZ7;B2RVW8;B7ZWI5;Q8R058;Q9JL32;Q9JL33	56738	Mocs1	Cyclic pyranopterin monophosphate synthase	Molybdenum cofactor biosynthesis protein C	GO:0005829;GO:0019008;GO:0051539;GO:0061799;GO:0061798;GO:0005525;GO:0046872;GO:0006777;GO:0032324	GO:0006777;GO:0032324	GO:0005829;GO:0019008	GO:0051539;GO:0061799;GO:0061798;GO:0005525;GO:0046872
Q5U239	495696	tmem145	Transmembrane protein 145	Molybdenum cofactor biosynthesis protein C	GO:0016021;GO:0007186;GO:0019236	GO:0007186;GO:0019236	GO:0016021	
Q92994;B3KU36;B4DIG5;B7Z2N3;F5H5Z7;F8WA46;Q13223;Q3SYD9;Q5PR24Q6IQ02;Q96KX3;Q9HCW6;Q9HCW7;Q9HCW8	2972	BRF1	Transcription factor IIIB 90 kDa subunit	TATA box-binding protein-associated factor RNA polymerase III subunit 2	GO:0005654;GO:0005634;GO:0000126;GO:0097550;GO:0046872;GO:0000995;GO:0001006;GO:0017025;GO:0006352;GO:0045945;GO:0009303;GO:0006383;GO:0006384;GO:0070897;GO:0009304	GO:0006352;GO:0045945;GO:0009303;GO:0006383;GO:0006384;GO:0070897;GO:0009304	GO:0005654;GO:0005634;GO:0000126;GO:0097550	GO:0046872;GO:0000995;GO:0001006;GO:0017025
P58545;Q6P5B8	228662	Btbd3	BTB/POZ domain-containing protein 3	TATA box-binding protein-associated factor RNA polymerase III subunit 2	GO:0005829;GO:0005634;GO:0042802;GO:0021987;GO:0048813;GO:0022008	GO:0021987;GO:0048813;GO:0022008	GO:0005829;GO:0005634	GO:0042802
Q8CFK2		Brf1	Transcription factor IIIB 90 kDa subunit	B-related factor 1	GO:0005634;GO:0000126;GO:0097550;GO:0046872;GO:0000995;GO:0001006;GO:0017025;GO:0006352;GO:0045945;GO:0043488;GO:0006383;GO:0070897	GO:0006352;GO:0045945;GO:0043488;GO:0006383;GO:0070897	GO:0005634;GO:0000126;GO:0097550	GO:0046872;GO:0000995;GO:0001006;GO:0017025
Q80TF4;A2AL86;A2AL87;A2AL88;A2AL89;Q9DBY7	67455	Klhl13	Kelch-like protein 13	BTB and kelch domain-containing protein 2	GO:0031463;GO:0030496;GO:0097602;GO:0047485;GO:0004842;GO:0007049;GO:0051301;GO:0016567;GO:0032465	GO:0007049;GO:0051301;GO:0016567;GO:0032465	GO:0031463;GO:0030496	GO:0097602;GO:0047485;GO:0004842
Q4WPP6	3509566	mdr2	ABC multidrug transporter mdr2	BTB and kelch domain-containing protein 2	GO:0016021;GO:0005743;GO:0005886;GO:0015421;GO:0005524;GO:0090374	GO:0090374	GO:0016021;GO:0005743;GO:0005886	GO:0015421;GO:0005524
O55096;Q32Q87	114591	Dpp3	Dipeptidyl peptidase 3	Enkephalinase B	GO:0005737;GO:0005829;GO:0008239;GO:0070006;GO:0008270;GO:0006508	GO:0006508	GO:0005737;GO:0005829	GO:0008239;GO:0070006;GO:0008270
Q6NUX0;Q6NUV7	406570	wfikkn	WAP Kazal immunoglobulin Kunitz and NTR domain-containing protein	Enkephalinase B	GO:0005576;GO:0008191;GO:0004867		GO:0005576	GO:0008191;GO:0004867
Q7L622;Q9BVR2;Q9H9E9;Q9NXC0;Q9P2L3	55632	G2E3	G2/M phase-specific E3 ubiquitin-protein ligase	G2/M phase-specific HECT-type E3 ubiquitin transferase	GO:0005829;GO:0005794;GO:0043231;GO:0005730;GO:0005634;GO:0046872;GO:0004842;GO:0006915	GO:0006915	GO:0005829;GO:0005794;GO:0043231;GO:0005730;GO:0005634	GO:0046872;GO:0004842
O14618;Q2M366;Q8NEV0	9973	CCS	Copper chaperone for superoxide dismutase	Superoxide dismutase copper chaperone	GO:0005737;GO:0005829;GO:0005634;GO:0045296;GO:0005507;GO:0015035;GO:0034599;GO:0051353;GO:0015680;GO:0019430;GO:0006801	GO:0034599;GO:0051353;GO:0015680;GO:0019430;GO:0006801	GO:0005737;GO:0005829;GO:0005634	GO:0045296;GO:0005507;GO:0015035
Q9YGL1;Q0IH64;Q4V879;Q6GR53;Q9PWR2	398152	spdya-b	Speedy protein 1-B	p33 ringo-B	GO:0005634;GO:0030332;GO:0019901;GO:0008315;GO:0006378;GO:0001556;GO:0045737;GO:0043410;GO:0051446	GO:0008315;GO:0006378;GO:0001556;GO:0045737;GO:0043410;GO:0051446	GO:0005634	GO:0030332;GO:0019901
Q5F3K0	421462	TTC27	Tetratricopeptide repeat protein 27	p33 ringo-B				
Q99698;O43274;Q5T2U9;Q96TD7;Q96TD8;Q99709;Q9H133	1130	LYST	Lysosomal-trafficking regulator	Beige homolog	GO:0005829;GO:0016020;GO:0015630;GO:0019901;GO:0042742;GO:0042832;GO:0051607;GO:0032510;GO:0030595;GO:0007040;GO:0033364;GO:0032438;GO:0042267;GO:0006909;GO:0043473;GO:0008104;GO:0015031	GO:0042742;GO:0042832;GO:0051607;GO:0032510;GO:0030595;GO:0007040;GO:0033364;GO:0032438;GO:0042267;GO:0006909;GO:0043473;GO:0008104;GO:0015031	GO:0005829;GO:0016020;GO:0015630	GO:0019901
Q2NKU6	513162	DPY30	Protein dpy-30 homolog	Dpy-30-like protein	GO:0000781;GO:0035097;GO:0044666;GO:0005634;GO:0048188;GO:0005802;GO:0042803;GO:0016197;GO:0051568;GO:0031509	GO:0016197;GO:0051568;GO:0031509	GO:0000781;GO:0035097;GO:0044666;GO:0005634;GO:0048188;GO:0005802	GO:0042803
Q2T9V5	505816	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	tRNA(m1A58)-methyltransferase subunit TRM6	GO:0005634;GO:0031515;GO:0080009;GO:0030488	GO:0080009;GO:0030488	GO:0005634;GO:0031515	
Q5E9A7	535436	KLHDC2	Kelch domain-containing protein 2	tRNA(m1A58)-methyltransferase subunit TRM6	GO:0031462;GO:0016604;GO:0031965;GO:0005634;GO:1990756;GO:0043161;GO:0140627	GO:0043161;GO:0140627	GO:0031462;GO:0016604;GO:0031965;GO:0005634	GO:1990756
Q6INC8	432152	slc17a7	Vesicular glutamate transporter 1	Solute carrier family 17 member 7	GO:0016021;GO:0043005;GO:0030672;GO:0015293;GO:0006836;GO:0006814	GO:0006836;GO:0006814	GO:0016021;GO:0043005;GO:0030672	GO:0015293
A1ZAI5	36860		Putative fatty acyl-CoA reductase CG5065	Solute carrier family 17 member 7	GO:0005779;GO:0043231;GO:0005778;GO:0005777;GO:0102965;GO:0080019;GO:0008611;GO:0035336;GO:0010025	GO:0008611;GO:0035336;GO:0010025	GO:0005779;GO:0043231;GO:0005778;GO:0005777	GO:0102965;GO:0080019
Q0IID7	541175	DUSP10	Dual specificity protein phosphatase 10	Solute carrier family 17 member 7	GO:0005737;GO:0005829;GO:0005794;GO:0016607;GO:0008432;GO:0033549;GO:0017017;GO:0048273;GO:0004721;GO:0106306;GO:0106307;GO:0004725;GO:0008330;GO:0010633;GO:0050680;GO:1905042;GO:0070373;GO:0043508;GO:0043409;GO:1903753;GO:0044387;GO:0060266;GO:0048709;GO:0035970;GO:1990264;GO:0045591;GO:0002819;GO:0090335;GO:0032496	GO:0010633;GO:0050680;GO:1905042;GO:0070373;GO:0043508;GO:0043409;GO:1903753;GO:0044387;GO:0060266;GO:0048709;GO:0035970;GO:1990264;GO:0045591;GO:0002819;GO:0090335;GO:0032496	GO:0005737;GO:0005829;GO:0005794;GO:0016607	GO:0008432;GO:0033549;GO:0017017;GO:0048273;GO:0004721;GO:0106306;GO:0106307;GO:0004725;GO:0008330
Q9NPB0;Q9H0D8	55776	SAYSD1	SAYSvFN domain-containing protein 1	Solute carrier family 17 member 7	GO:0030659;GO:0016021;GO:0043231		GO:0030659;GO:0016021;GO:0043231	
Q9SKX5;Q8S9L4	818904	PAO2	Polyamine oxidase 2	Amine oxidase 1	GO:0005777;GO:0052903;GO:0016491;GO:0046592;GO:0052902;GO:0052901;GO:0006598;GO:0046203;GO:0046208	GO:0006598;GO:0046203;GO:0046208	GO:0005777	GO:0052903;GO:0016491;GO:0046592;GO:0052902;GO:0052901
Q14746;Q86U99	22796	COG2	Conserved oligomeric Golgi complex subunit 2	Low density lipoprotein receptor defect C-complementing protein	GO:0005829;GO:0000139;GO:0005795;GO:0017119;GO:0032588;GO:0044877;GO:0070085;GO:0007030;GO:0006891;GO:0015031;GO:0000301	GO:0070085;GO:0007030;GO:0006891;GO:0015031;GO:0000301	GO:0005829;GO:0000139;GO:0005795;GO:0017119;GO:0032588	GO:0044877
A6QNR1	100125879	RRP36	Ribosomal RNA processing protein 36 homolog	Low density lipoprotein receptor defect C-complementing protein	GO:0005730;GO:0005654;GO:0000469;GO:0042274;GO:0006364	GO:0000469;GO:0042274;GO:0006364	GO:0005730;GO:0005654	
Q9VFJ2	41757	mRpL11	39S ribosomal protein L11 mitochondrial	Low density lipoprotein receptor defect C-complementing protein	GO:0015934;GO:0005762;GO:0070180;GO:0003735;GO:0031047;GO:0032543;GO:0006417;GO:0006412	GO:0031047;GO:0032543;GO:0006417;GO:0006412	GO:0015934;GO:0005762	GO:0070180;GO:0003735
O13046		wdhd1	WD repeat and HMG-box DNA-binding protein 1	Acidic nucleoplasmic DNA-binding protein 1	GO:0005737;GO:0005654;GO:0003677		GO:0005737;GO:0005654	GO:0003677
P13908			Neuronal acetylcholine receptor subunit non-alpha-2	GFN-alpha-2	GO:0016021;GO:0045211;GO:0022848;GO:0004888		GO:0016021;GO:0045211	GO:0022848;GO:0004888
Q0VC91	540412	SOCS4	Suppressor of cytokine signaling 4	GFN-alpha-2	GO:0005942;GO:0046935;GO:0035556;GO:0007175;GO:0046854;GO:0032436;GO:0016567;GO:0040008	GO:0035556;GO:0007175;GO:0046854;GO:0032436;GO:0016567;GO:0040008	GO:0005942	GO:0046935
Q9JHB5	64028	Tsnax	Translin-associated protein X	Translin-associated factor X	GO:0005737;GO:0005794;GO:0005634;GO:0048471;GO:0031687;GO:0004521;GO:0046872;GO:0044877;GO:0003723;GO:0043565;GO:0030154;GO:0007283	GO:0030154;GO:0007283	GO:0005737;GO:0005794;GO:0005634;GO:0048471	GO:0031687;GO:0004521;GO:0046872;GO:0044877;GO:0003723;GO:0043565
P16230	100009049	HRC	Sarcoplasmic reticulum histidine-rich calcium-binding protein	Translin-associated factor X	GO:0033018;GO:0005509		GO:0033018	GO:0005509
P04464			Calmodulin	Translin-associated factor X	GO:0005737;GO:0005509;GO:0019904		GO:0005737	GO:0005509;GO:0019904
P25071;Q38972;Q39064;Q8H1A0	818709	CML12	Calmodulin-like protein 12	Touch-induced calmodulin-related protein 3	GO:0005829;GO:0000325;GO:0009506;GO:0005509;GO:0003729;GO:0071456;GO:0009646;GO:0009612;GO:0009652	GO:0071456;GO:0009646;GO:0009612;GO:0009652	GO:0005829;GO:0000325;GO:0009506	GO:0005509;GO:0003729
Q5TYP8	562918		Protein stum homolog	Touch-induced calmodulin-related protein 3	GO:0016021		GO:0016021	
P08842;B2RA47	412	STS	Steryl-sulfatase	Steryl-sulfate sulfohydrolase	GO:0005783;GO:0005788;GO:0005789;GO:0005768;GO:0005794;GO:0016021;GO:0043231;GO:0005764;GO:0016020;GO:0005886;GO:0004065;GO:0046872;GO:0004773;GO:0008484;GO:0008544;GO:0007565;GO:0006706	GO:0008544;GO:0007565;GO:0006706	GO:0005783;GO:0005788;GO:0005789;GO:0005768;GO:0005794;GO:0016021;GO:0043231;GO:0005764;GO:0016020;GO:0005886	GO:0004065;GO:0046872;GO:0004773;GO:0008484
Q2EMV9;E9QP48;Q571C6;Q8BN35;Q8VDT6	547253	Parp14	Protein mono-ADP-ribosyltransferase PARP14	Poly [ADP-ribose] polymerase 14	GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0019899;GO:0003950;GO:0070403;GO:1990404;GO:0003714;GO:0045087;GO:0010629;GO:0060336;GO:0042532;GO:1902216;GO:0042531;GO:0006471;GO:0140289;GO:0070212	GO:0045087;GO:0010629;GO:0060336;GO:0042532;GO:1902216;GO:0042531;GO:0006471;GO:0140289;GO:0070212	GO:0005737;GO:0005829;GO:0005634;GO:0005886	GO:0019899;GO:0003950;GO:0070403;GO:1990404;GO:0003714
Q49B93;Q0D2G1;Q6A4K8	241612	Slc5a12	Sodium-coupled monocarboxylate transporter 2	Solute carrier family 5 member 12	GO:0016324;GO:0016021;GO:0005654;GO:0005886;GO:0015129;GO:0015293;GO:0006814	GO:0006814	GO:0016324;GO:0016021;GO:0005654;GO:0005886	GO:0015129;GO:0015293
Q9VFB2;A8JR11;Q8IH25;Q8INE7;Q8SYL8	41838	mRpS10	28S ribosomal protein S10 mitochondrial	Solute carrier family 5 member 12	GO:0005763;GO:0005739;GO:0003735;GO:0032543	GO:0032543	GO:0005763;GO:0005739	GO:0003735
A0A0F7YZI5			Thyrostimulin beta-5 subunit	Solute carrier family 5 member 12	GO:0005576;GO:0005179;GO:0090729		GO:0005576	GO:0005179;GO:0090729
A0A0F7Z3J2			Thyrostimulin alpha-2 subunit	Solute carrier family 5 member 12	GO:0005576;GO:0005179;GO:0090729		GO:0005576	GO:0005179;GO:0090729
Q8L706;Q9ZVY8	837052	SYT5	Synaptotagmin-5	Synaptotagmin E	GO:0012505;GO:0005783;GO:0016021;GO:0009506;GO:0008289;GO:0046872;GO:0006869	GO:0006869	GO:0012505;GO:0005783;GO:0016021;GO:0009506	GO:0008289;GO:0046872
Q3V3N7	52028	Bbs1	Bardet-Biedl syndrome 1 protein homolog	Synaptotagmin E	GO:0005930;GO:0034464;GO:0034451;GO:0005813;GO:0036064;GO:0060170;GO:0005929;GO:0031514;GO:0005113;GO:0051219;GO:0061629;GO:0005102;GO:0005119;GO:0030534;GO:0048854;GO:0051216;GO:0044255;GO:0021987;GO:0060271;GO:0016358;GO:0045444;GO:0009566;GO:0043001;GO:0021766;GO:0042445;GO:0035721;GO:0000226;GO:0061351;GO:0001764;GO:1905515;GO:0042048;GO:0045494;GO:0008594;GO:0008104;GO:0061512;GO:0060296;GO:0001895;GO:0007608;GO:0021756;GO:0021591;GO:0007601	GO:0030534;GO:0048854;GO:0051216;GO:0044255;GO:0021987;GO:0060271;GO:0016358;GO:0045444;GO:0009566;GO:0043001;GO:0021766;GO:0042445;GO:0035721;GO:0000226;GO:0061351;GO:0001764;GO:1905515;GO:0042048;GO:0045494;GO:0008594;GO:0008104;GO:0061512;GO:0060296;GO:0001895;GO:0007608;GO:0021756;GO:0021591;GO:0007601	GO:0005930;GO:0034464;GO:0034451;GO:0005813;GO:0036064;GO:0060170;GO:0005929;GO:0031514	GO:0005113;GO:0051219;GO:0061629;GO:0005102;GO:0005119
B3EWZ6			MAM and LDL-receptor class A domain-containing protein 2	Skeletal organic matrix MAM and LDL-receptor 2	GO:0005576;GO:0016020		GO:0005576;GO:0016020	
Q5VYJ5;B7ZBP2;R9WAE9	340895	MALRD1	MAM and LDL-receptor class A domain-containing protein 1	Skeletal organic matrix MAM and LDL-receptor 2	GO:0030659;GO:0005794;GO:0016021;GO:0042632;GO:0070858	GO:0042632;GO:0070858	GO:0030659;GO:0005794;GO:0016021	
Q5RBN9	100190856	TADA2B	Transcriptional adapter 2-beta	Skeletal organic matrix MAM and LDL-receptor 2	GO:0005634;GO:0003713;GO:0008270;GO:0035065;GO:0006357	GO:0035065;GO:0006357	GO:0005634	GO:0003713;GO:0008270
Q868Z9;E1JJ05;E1JJ06;Q6NP04;Q7KRX2;Q869A0;Q9GQR0;Q9VAV3;Q9VAV4	43872	Ppn	Papilin	Skeletal organic matrix MAM and LDL-receptor 2	GO:0005604;GO:0031012;GO:0005576;GO:0005201;GO:0004222;GO:0004867;GO:0030198	GO:0030198	GO:0005604;GO:0031012;GO:0005576	GO:0005201;GO:0004222;GO:0004867
Q9UKP4;Q14F51;Q6P7J9	11173	ADAMTS7	A disintegrin and metalloproteinase with thrombospondin motifs 7	COMPase	GO:0009986;GO:0005788;GO:0031012;GO:0005576;GO:0046872;GO:0004222;GO:0008237;GO:0071773;GO:0071347;GO:0071356;GO:0002062;GO:0030199;GO:0030198;GO:0032331;GO:0043931;GO:0006029;GO:0051603	GO:0071773;GO:0071347;GO:0071356;GO:0002062;GO:0030199;GO:0030198;GO:0032331;GO:0043931;GO:0006029;GO:0051603	GO:0009986;GO:0005788;GO:0031012;GO:0005576	GO:0046872;GO:0004222;GO:0008237
O76840;Q22911;Q8I7I0;Q8MPV5	179162	mig-6	Papilin	Abnormal cell migration protein 6	GO:0005604;GO:0031012;GO:0005576;GO:0004222;GO:0004867;GO:0000902;GO:0009792;GO:0048598;GO:0030198;GO:0032504;GO:0002119	GO:0000902;GO:0009792;GO:0048598;GO:0030198;GO:0032504;GO:0002119	GO:0005604;GO:0031012;GO:0005576	GO:0004222;GO:0004867
Q4VC17;E9QNK0;Q8BZD1	208936	Adamts18	A disintegrin and metalloproteinase with thrombospondin motifs 18	Abnormal cell migration protein 6	GO:0031012;GO:0005576;GO:0046872;GO:0004222;GO:0030198;GO:0001654;GO:0090331	GO:0030198;GO:0001654;GO:0090331	GO:0031012;GO:0005576	GO:0046872;GO:0004222
P52655;Q3KNQ9	2957	GTF2A1	Transcription initiation factor IIA beta chain	TFIIA p19 subunit	GO:0005829;GO:0005654;GO:0005634;GO:0005672;GO:0005669;GO:0097550;GO:0003677;GO:0046982;GO:0000979;GO:0016251;GO:0001091;GO:0061629;GO:0017025;GO:0045944;GO:0060261;GO:0006366;GO:0006367	GO:0045944;GO:0060261;GO:0006366;GO:0006367	GO:0005829;GO:0005654;GO:0005634;GO:0005672;GO:0005669;GO:0097550	GO:0003677;GO:0046982;GO:0000979;GO:0016251;GO:0001091;GO:0061629;GO:0017025
Q00963;Q6NNX2;Q9VX30	32746	beta-Spec	Spectrin beta chain	TFIIA p19 subunit	GO:0030424;GO:0030054;GO:0042995;GO:0030864;GO:0045169;GO:0016328;GO:0031594;GO:0005886;GO:0008091;GO:0045170;GO:0051015;GO:0030506;GO:0005516;GO:0008017;GO:0005546;GO:0005200;GO:0030036;GO:0051693;GO:0007411;GO:0016199;GO:0007409;GO:0042062;GO:0048790;GO:0007026;GO:0007399;GO:0007274;GO:0048666;GO:0072499;GO:1903729;GO:0050807	GO:0030036;GO:0051693;GO:0007411;GO:0016199;GO:0007409;GO:0042062;GO:0048790;GO:0007026;GO:0007399;GO:0007274;GO:0048666;GO:0072499;GO:1903729;GO:0050807	GO:0030424;GO:0030054;GO:0042995;GO:0030864;GO:0045169;GO:0016328;GO:0031594;GO:0005886;GO:0008091;GO:0045170	GO:0051015;GO:0030506;GO:0005516;GO:0008017;GO:0005546;GO:0005200
Q9NRC6	51332	SPTBN5	Spectrin beta chain non-erythrocytic 5	Beta-V spectrin	GO:0045179;GO:0005737;GO:0005829;GO:0016020;GO:0005875;GO:0032391;GO:0097381;GO:0008091;GO:0003779;GO:0051015;GO:0034452;GO:0045505;GO:0042802;GO:0019894;GO:0032029;GO:0002046;GO:0008022;GO:0043621;GO:0030507;GO:0030036;GO:0051693;GO:0007030;GO:0007041	GO:0030036;GO:0051693;GO:0007030;GO:0007041	GO:0045179;GO:0005737;GO:0005829;GO:0016020;GO:0005875;GO:0032391;GO:0097381;GO:0008091	GO:0003779;GO:0051015;GO:0034452;GO:0045505;GO:0042802;GO:0019894;GO:0032029;GO:0002046;GO:0008022;GO:0043621;GO:0030507
P43147		empA	Virulence metalloprotease	Vibriolysin	GO:0005576;GO:0046872;GO:0004222		GO:0005576	GO:0046872;GO:0004222
P24153;Q9JPZ3		hap	Hemagglutinin/proteinase	Vibriolysin	GO:0005576;GO:0046872;GO:0004222		GO:0005576	GO:0046872;GO:0004222
P14756	880368	lasB	Pro-elastase	Pseudolysin	GO:0005576;GO:0004175;GO:0046872;GO:0004222;GO:0071978;GO:0015628;GO:0043952;GO:0006508;GO:0044010	GO:0071978;GO:0015628;GO:0043952;GO:0006508;GO:0044010	GO:0005576	GO:0004175;GO:0046872;GO:0004222
Q9CWM2;Q3U1C0;Q921E8;Q99MP6	71963	Cdca4	Cell division cycle-associated protein 4	Hematopoietic progenitor protein	GO:0005829;GO:0005654;GO:0005634;GO:0005886;GO:0045815	GO:0045815	GO:0005829;GO:0005654;GO:0005634;GO:0005886	
Q08CA1	560896	gdpgp1	GDP-D-glucose phosphorylase 1	Hematopoietic progenitor protein	GO:0005737;GO:0080048;GO:0005085;GO:0016787;GO:0000166;GO:0016779;GO:0006006	GO:0006006	GO:0005737	GO:0080048;GO:0005085;GO:0016787;GO:0000166;GO:0016779
B6NXD5		BABAM2	BRISC and BRCA1-A complex member 2	Brain and reproductive organ-expressed protein	GO:0070531;GO:0070552;GO:0005737;GO:0005634;GO:0031593;GO:0006915;GO:0051301;GO:0006325;GO:0006302;GO:0007095;GO:0045739;GO:0010212	GO:0006915;GO:0051301;GO:0006325;GO:0006302;GO:0007095;GO:0045739;GO:0010212	GO:0070531;GO:0070552;GO:0005737;GO:0005634	GO:0031593
Q2NKS2	615979	COX16	Cytochrome c oxidase assembly protein COX16 homolog mitochondrial	Brain and reproductive organ-expressed protein	GO:0031305;GO:0033617	GO:0033617	GO:0031305	
Q66J05	447530	sptssb	Serine palmitoyltransferase small subunit B	Small subunit of serine palmitoyltransferase B	GO:0016021;GO:0017059;GO:0046513;GO:0007029;GO:1904220;GO:0030148	GO:0046513;GO:0007029;GO:1904220;GO:0030148	GO:0016021;GO:0017059	
Q6AZD1	445310	tmem179	Transmembrane protein 179	Small subunit of serine palmitoyltransferase B	GO:0016021		GO:0016021	
Q4KLU2	734636	prpf39	Pre-mRNA-processing factor 39	PRP39 homolog	GO:0005634;GO:0006397;GO:0008380	GO:0006397;GO:0008380	GO:0005634	
Q99816;Q9BUM5	7251	TSG101	Tumor susceptibility gene 101 protein	ESCRT-I complex subunit TSG101	GO:0005737;GO:0005829;GO:0005769;GO:0031901;GO:0005768;GO:0010008;GO:0000813;GO:0070062;GO:0090543;GO:0005770;GO:0031902;GO:0005815;GO:0005771;GO:0005730;GO:0005886;GO:0048306;GO:0003677;GO:0030374;GO:0042803;GO:0044877;GO:0003714;GO:0043130;GO:0031625;GO:0046790;GO:0097352;GO:0007049;GO:0051301;GO:0008333;GO:1990182;GO:0006858;GO:0030216;GO:0016236;GO:0036258;GO:0008285;GO:0042059;GO:0007175;GO:0000122;GO:1903543;GO:2000397;GO:1903774;GO:0006513;GO:0015031;GO:0051726;GO:0001558;GO:1903551;GO:0043405;GO:0043162;GO:0046755;GO:0039702;GO:0019076	GO:0097352;GO:0007049;GO:0051301;GO:0008333;GO:1990182;GO:0006858;GO:0030216;GO:0016236;GO:0036258;GO:0008285;GO:0042059;GO:0007175;GO:0000122;GO:1903543;GO:2000397;GO:1903774;GO:0006513;GO:0015031;GO:0051726;GO:0001558;GO:1903551;GO:0043405;GO:0043162;GO:0046755;GO:0039702;GO:0019076	GO:0005737;GO:0005829;GO:0005769;GO:0031901;GO:0005768;GO:0010008;GO:0000813;GO:0070062;GO:0090543;GO:0005770;GO:0031902;GO:0005815;GO:0005771;GO:0005730;GO:0005886	GO:0048306;GO:0003677;GO:0030374;GO:0042803;GO:0044877;GO:0003714;GO:0043130;GO:0031625;GO:0046790
Q17QR8	514442	HARBI1	Putative nuclease HARBI1	Harbinger transposase-derived nuclease	GO:0034451;GO:0005829;GO:0005634;GO:0005886;GO:0046872;GO:0004518		GO:0034451;GO:0005829;GO:0005634;GO:0005886	GO:0046872;GO:0004518
P27473	456971	IFI44	Interferon-induced protein 44	Non-A non-B hepatitis-associated microtubular aggregates protein	GO:0005737;GO:0006955;GO:0009617	GO:0006955;GO:0009617	GO:0005737	
Q9H0D6;Q3L8N4;Q6KGZ9;Q9BQL1;Q9NTW0;Q9NXS6;Q9UL53	22803	XRN2	5'-3' exoribonuclease 2	DHM1-like protein	GO:0016235;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0000175;GO:0008409;GO:0004534;GO:0042802;GO:0046872;GO:0004518;GO:0003723;GO:0001147;GO:0000738;GO:0021766;GO:0006397;GO:0030182;GO:0000956;GO:0060041;GO:0006401;GO:0016070;GO:0006396;GO:0006364;GO:0007283	GO:0000738;GO:0021766;GO:0006397;GO:0030182;GO:0000956;GO:0060041;GO:0006401;GO:0016070;GO:0006396;GO:0006364;GO:0007283	GO:0016235;GO:0016020;GO:0005730;GO:0005654;GO:0005634	GO:0000175;GO:0008409;GO:0004534;GO:0042802;GO:0046872;GO:0004518;GO:0003723;GO:0001147
